#
#  Mapping of v3 names to v4 names
#
#  This file is used by the upgrade tool.
#
3Com-Connect_Id                         	Vendor-Specific.3com.Connect_Id
Environment: __CFBundleIdentifier=com.googlecode.iterm2
Environment: __CF_USER_TEXT_ENCODING=0x0:0:82
Epygi-AVPair                            	Vendor-Specific.Epygi.AVPair
Epygi-AccessType                        	Vendor-Specific.Epygi.AccessType
Epygi-CallDisconnectReason              	Vendor-Specific.Epygi.CallDisconnectReason
Epygi-CallInfo                          	Vendor-Specific.Epygi.CallInfo
Epygi-CallRedirectReason                	Vendor-Specific.Epygi.CallRedirectReason
Epygi-CallType                          	Vendor-Specific.Epygi.CallType
Epygi-CalledPartyNumber                 	Vendor-Specific.Epygi.CalledPartyNumber
Epygi-CallingPartyNumber                	Vendor-Specific.Epygi.CallingPartyNumber
Epygi-DateTimeConnect                   	Vendor-Specific.Epygi.DateTimeConnect
Epygi-DateTimeDisconnect                	Vendor-Specific.Epygi.DateTimeDisconnect
Epygi-DateTimeOrigination               	Vendor-Specific.Epygi.DateTimeOrigination
Epygi-DestIpAddr                        	Vendor-Specific.Epygi.DestIpAddr
Epygi-DestIpPort                        	Vendor-Specific.Epygi.DestIpPort
Epygi-DeviceName                        	Vendor-Specific.Epygi.DeviceName
Epygi-Duration                          	Vendor-Specific.Epygi.Duration
Epygi-FiadID                            	Vendor-Specific.Epygi.FiadID
Epygi-InDestRTP_IP                      	Vendor-Specific.Epygi.InDestRTP_IP
Epygi-InDestRTP_port                    	Vendor-Specific.Epygi.InDestRTP_port
Epygi-InRTP_Jitter                      	Vendor-Specific.Epygi.InRTP_Jitter
Epygi-InRTP_Latency                     	Vendor-Specific.Epygi.InRTP_Latency
Epygi-InRTP_Octets                      	Vendor-Specific.Epygi.InRTP_Octets
Epygi-InRTP_PacketSize                  	Vendor-Specific.Epygi.InRTP_PacketSize
Epygi-InRTP_Packets                     	Vendor-Specific.Epygi.InRTP_Packets
Epygi-InRTP_PacketsDupl                 	Vendor-Specific.Epygi.InRTP_PacketsDupl
Epygi-InRTP_PacketsLost                 	Vendor-Specific.Epygi.InRTP_PacketsLost
Epygi-InRTP_Payload                     	Vendor-Specific.Epygi.InRTP_Payload
Epygi-InSourceRTP_IP                    	Vendor-Specific.Epygi.InSourceRTP_IP
Epygi-InSourceRTP_port                  	Vendor-Specific.Epygi.InSourceRTP_port
Epygi-InterfaceName                     	Vendor-Specific.Epygi.InterfaceName
Epygi-InterfaceNumber                   	Vendor-Specific.Epygi.InterfaceNumber
Epygi-NAS-Port                          	Vendor-Specific.Epygi.NAS-Port
Epygi-OrigCallID                        	Vendor-Specific.Epygi.OrigCallID
Epygi-OrigIpAddr                        	Vendor-Specific.Epygi.OrigIpAddr
Epygi-OrigIpPort                        	Vendor-Specific.Epygi.OrigIpPort
Epygi-OutDestRTP_IP                     	Vendor-Specific.Epygi.OutDestRTP_IP
Epygi-OutDestRTP_port                   	Vendor-Specific.Epygi.OutDestRTP_port
Epygi-OutRTP_Octets                     	Vendor-Specific.Epygi.OutRTP_Octets
Epygi-OutRTP_PacketSize                 	Vendor-Specific.Epygi.OutRTP_PacketSize
Epygi-OutRTP_Packets                    	Vendor-Specific.Epygi.OutRTP_Packets
Epygi-OutRTP_Payload                    	Vendor-Specific.Epygi.OutRTP_Payload
Epygi-OutSourceRTP_IP                   	Vendor-Specific.Epygi.OutSourceRTP_IP
Epygi-OutSourceRTP_port                 	Vendor-Specific.Epygi.OutSourceRTP_port
Epygi-ParentCallID                      	Vendor-Specific.Epygi.ParentCallID
Epygi-PortID                            	Vendor-Specific.Epygi.PortID
Epygi-RegExpDate                        	Vendor-Specific.Epygi.RegExpDate
Epygi-TimeslotNumber                    	Vendor-Specific.Epygi.TimeslotNumber
Epygi-h323-billing-model                	Vendor-Specific.Epygi.h323-billing-model
Epygi-h323-call-origin                  	Vendor-Specific.Epygi.h323-call-origin
Epygi-h323-call-type                    	Vendor-Specific.Epygi.h323-call-type
Epygi-h323-conf-id                      	Vendor-Specific.Epygi.h323-conf-id
Epygi-h323-connect-time                 	Vendor-Specific.Epygi.h323-connect-time
Epygi-h323-credit-amount                	Vendor-Specific.Epygi.h323-credit-amount
Epygi-h323-credit-time                  	Vendor-Specific.Epygi.h323-credit-time
Epygi-h323-currency                     	Vendor-Specific.Epygi.h323-currency
Epygi-h323-disconnect-cause             	Vendor-Specific.Epygi.h323-disconnect-cause
Epygi-h323-disconnect-time              	Vendor-Specific.Epygi.h323-disconnect-time
Epygi-h323-gw-id                        	Vendor-Specific.Epygi.h323-gw-id
Epygi-h323-incoming-conf-id             	Vendor-Specific.Epygi.h323-incoming-conf-id
Epygi-h323-preferred-lang               	Vendor-Specific.Epygi.h323-preferred-lang
Epygi-h323-prompt-id                    	Vendor-Specific.Epygi.h323-prompt-id
Epygi-h323-redirect-ip-address          	Vendor-Specific.Epygi.h323-redirect-ip-address
Epygi-h323-redirect-number              	Vendor-Specific.Epygi.h323-redirect-number
Epygi-h323-remote-address               	Vendor-Specific.Epygi.h323-remote-address
Epygi-h323-return-code                  	Vendor-Specific.Epygi.h323-return-code
Epygi-h323-setup-time                   	Vendor-Specific.Epygi.h323-setup-time
Epygi-h323-time-and-day                 	Vendor-Specific.Epygi.h323-time-and-day
Epygi-h323-voice-quality                	Vendor-Specific.Epygi.h323-voice-quality
Equallogic-Admin-Account-Type           	Vendor-Specific.Equallogic.Admin-Account-Type
Equallogic-Admin-Email                  	Vendor-Specific.Equallogic.Admin-Email
Equallogic-Admin-Full-Name              	Vendor-Specific.Equallogic.Admin-Full-Name
Equallogic-Admin-Mobile                 	Vendor-Specific.Equallogic.Admin-Mobile
Equallogic-Admin-Phone                  	Vendor-Specific.Equallogic.Admin-Phone
Equallogic-Admin-Pool-Access            	Vendor-Specific.Equallogic.Admin-Pool-Access
Equallogic-Admin-Repl-Site-Access       	Vendor-Specific.Equallogic.Admin-Repl-Site-Access
Equallogic-EQL-Admin-Privilege          	Vendor-Specific.Equallogic.Admin-Privilege
Equallogic-Poll-Interval                	Vendor-Specific.Equallogic.Poll-Interval
Ericsson-ViG-Access-Agent-IP-Address    	Vendor-Specific.Ericsson.Access-Agent-IP-Address
Ericsson-ViG-Access-Agent-name          	Vendor-Specific.Ericsson.Access-Agent-name
Ericsson-ViG-Access-Group-name          	Vendor-Specific.Ericsson.Access-Group-name
Ericsson-ViG-Access-type                	Vendor-Specific.Ericsson.Access-type
Ericsson-ViG-Account-error-reason       	Vendor-Specific.Ericsson.Account-error-reason
Ericsson-ViG-Alive-Indicator            	Vendor-Specific.Ericsson.Alive-Indicator
Ericsson-ViG-Allowed-bandwidth          	Vendor-Specific.Ericsson.Allowed-bandwidth
Ericsson-ViG-Auth-DataRequest           	Vendor-Specific.Ericsson.Auth-DataRequest
Ericsson-ViG-Authentication-type        	Vendor-Specific.Ericsson.Authentication-type
Ericsson-ViG-Balance                    	Vendor-Specific.Ericsson.Balance
Ericsson-ViG-Business-Agreement-Name    	Vendor-Specific.Ericsson.Business-Agreement-Name
Ericsson-ViG-CPN-NP                     	Vendor-Specific.Ericsson.CPN-NP
Ericsson-ViG-CPN-PI                     	Vendor-Specific.Ericsson.CPN-PI
Ericsson-ViG-CPN-SI                     	Vendor-Specific.Ericsson.CPN-SI
Ericsson-ViG-CPN-TON                    	Vendor-Specific.Ericsson.CPN-TON
Ericsson-ViG-CPN-digits                 	Vendor-Specific.Ericsson.CPN-digits
Ericsson-ViG-Call-Role                  	Vendor-Specific.Ericsson.Call-Role
Ericsson-ViG-Called-ID                  	Vendor-Specific.Ericsson.Called-ID
Ericsson-ViG-Called-Usr-Group-ID        	Vendor-Specific.Ericsson.Called-Usr-Group-ID
Ericsson-ViG-Called-Usr-Sub-Group-ID    	Vendor-Specific.Ericsson.Called-Usr-Sub-Group-ID
Ericsson-ViG-Calling-Email-address      	Vendor-Specific.Ericsson.Calling-Email-address
Ericsson-ViG-Calling-H323Id             	Vendor-Specific.Ericsson.Calling-H323Id
Ericsson-ViG-Calling-ID                 	Vendor-Specific.Ericsson.Calling-ID
Ericsson-ViG-Calling-User-Group-ID      	Vendor-Specific.Ericsson.Calling-User-Group-ID
Ericsson-ViG-Calling-Usr-Sub-Group-ID   	Vendor-Specific.Ericsson.Calling-Usr-Sub-Group-ID
Ericsson-ViG-Calling-e164-number        	Vendor-Specific.Ericsson.Calling-e164-number
Ericsson-ViG-Charging-Case              	Vendor-Specific.Ericsson.Charging-Case
Ericsson-ViG-Codec                      	Vendor-Specific.Ericsson.Codec
Ericsson-ViG-Currency                   	Vendor-Specific.Ericsson.Currency
Ericsson-ViG-Currency-Quote             	Vendor-Specific.Ericsson.Currency-Quote
Ericsson-ViG-Data-media-rec-backward    	Vendor-Specific.Ericsson.Data-media-rec-backward
Ericsson-ViG-Data-media-rec-forward     	Vendor-Specific.Ericsson.Data-media-rec-forward
Ericsson-ViG-Dialled-Email-address      	Vendor-Specific.Ericsson.Dialled-Email-address
Ericsson-ViG-Dialled-H323Id             	Vendor-Specific.Ericsson.Dialled-H323Id
Ericsson-ViG-Dialled-e164-number        	Vendor-Specific.Ericsson.Dialled-e164-number
Ericsson-ViG-Dialled-num-NP             	Vendor-Specific.Ericsson.Dialled-num-NP
Ericsson-ViG-Dialled-num-TON            	Vendor-Specific.Ericsson.Dialled-num-TON
Ericsson-ViG-Dialled-num-digits         	Vendor-Specific.Ericsson.Dialled-num-digits
Ericsson-ViG-Digest-Attributes          	Vendor-Specific.Ericsson.Digest-Attributes
Ericsson-ViG-Digest-Response            	Vendor-Specific.Ericsson.Digest-Response
Ericsson-ViG-Emergency-Call-Indicator   	Vendor-Specific.Ericsson.Emergency-Call-Indicator
Ericsson-ViG-Endpoint-Type              	Vendor-Specific.Ericsson.Endpoint-Type
Ericsson-ViG-Fax-media-rec-backward     	Vendor-Specific.Ericsson.Fax-media-rec-backward
Ericsson-ViG-Fax-media-rec-forward      	Vendor-Specific.Ericsson.Fax-media-rec-forward
Ericsson-ViG-Global-unique-call-ID      	Vendor-Specific.Ericsson.Global-unique-call-ID
Ericsson-ViG-Global-unique-service-ID   	Vendor-Specific.Ericsson.Global-unique-service-ID
Ericsson-ViG-IPT-Time-Stamp             	Vendor-Specific.Ericsson.IPT-Time-Stamp
Ericsson-ViG-Interim-interval           	Vendor-Specific.Ericsson.Interim-interval
Ericsson-ViG-Internal-Rel-reason-orig   	Vendor-Specific.Ericsson.Internal-Rel-reason-orig
Ericsson-ViG-Internal-Rel-reason-val    	Vendor-Specific.Ericsson.Internal-Rel-reason-val
Ericsson-ViG-Layer-identity             	Vendor-Specific.Ericsson.Layer-identity
Ericsson-ViG-Major-protocol-version     	Vendor-Specific.Ericsson.Major-protocol-version
Ericsson-ViG-Media-channel-count        	Vendor-Specific.Ericsson.Media-channel-count
Ericsson-ViG-Minor-protocol-version     	Vendor-Specific.Ericsson.Minor-protocol-version
Ericsson-ViG-Proxy-IP-Address           	Vendor-Specific.Ericsson.Proxy-IP-Address
Ericsson-ViG-QoS-Class                  	Vendor-Specific.Ericsson.QoS-Class
Ericsson-ViG-Re-selection-counter       	Vendor-Specific.Ericsson.Re-selection-counter
Ericsson-ViG-Redirecting-num-NP         	Vendor-Specific.Ericsson.Redirecting-num-NP
Ericsson-ViG-Redirecting-num-PI         	Vendor-Specific.Ericsson.Redirecting-num-PI
Ericsson-ViG-Redirecting-num-RFD        	Vendor-Specific.Ericsson.Redirecting-num-RFD
Ericsson-ViG-Redirecting-num-TON        	Vendor-Specific.Ericsson.Redirecting-num-TON
Ericsson-ViG-Redirecting-num-digits     	Vendor-Specific.Ericsson.Redirecting-num-digits
Ericsson-ViG-Rel-cause-class            	Vendor-Specific.Ericsson.Rel-cause-class
Ericsson-ViG-Rel-cause-coding-std       	Vendor-Specific.Ericsson.Rel-cause-coding-std
Ericsson-ViG-Rel-cause-location         	Vendor-Specific.Ericsson.Rel-cause-location
Ericsson-ViG-Rel-cause-value            	Vendor-Specific.Ericsson.Rel-cause-value
Ericsson-ViG-Rel-reason                 	Vendor-Specific.Ericsson.Rel-reason
Ericsson-ViG-Remote-SK-UA-IP-Address    	Vendor-Specific.Ericsson.Remote-SK-UA-IP-Address
Ericsson-ViG-Requested-bandwidth        	Vendor-Specific.Ericsson.Requested-bandwidth
Ericsson-ViG-Routed-Email-address       	Vendor-Specific.Ericsson.Routed-Email-address
Ericsson-ViG-Routed-H323Id              	Vendor-Specific.Ericsson.Routed-H323Id
Ericsson-ViG-Routed-e164-number         	Vendor-Specific.Ericsson.Routed-e164-number
Ericsson-ViG-Routing-num-NP             	Vendor-Specific.Ericsson.Routing-num-NP
Ericsson-ViG-Routing-num-TON            	Vendor-Specific.Ericsson.Routing-num-TON
Ericsson-ViG-Routing-num-digits         	Vendor-Specific.Ericsson.Routing-num-digits
Ericsson-ViG-Routing-tariff             	Vendor-Specific.Ericsson.Routing-tariff
Ericsson-ViG-SA-IP-address              	Vendor-Specific.Ericsson.SA-IP-address
Ericsson-ViG-SK-IP-address              	Vendor-Specific.Ericsson.SK-IP-address
Ericsson-ViG-Sequence-Number            	Vendor-Specific.Ericsson.Sequence-Number
Ericsson-ViG-Service-Description        	Vendor-Specific.Ericsson.Service-Description
Ericsson-ViG-Service-Duration           	Vendor-Specific.Ericsson.Service-Duration
Ericsson-ViG-Service-Exe-Rslt-Desc      	Vendor-Specific.Ericsson.Service-Exe-Rslt-Desc
Ericsson-ViG-Service-Execution-Result   	Vendor-Specific.Ericsson.Service-Execution-Result
Ericsson-ViG-Service-ID                 	Vendor-Specific.Ericsson.Service-ID
Ericsson-ViG-Service-Name               	Vendor-Specific.Ericsson.Service-Name
Ericsson-ViG-Service-Specific-Info      	Vendor-Specific.Ericsson.Service-Specific-Info
Ericsson-ViG-Session-ringing-duration   	Vendor-Specific.Ericsson.Session-ringing-duration
Ericsson-ViG-Session-routing-duration   	Vendor-Specific.Ericsson.Session-routing-duration
Ericsson-ViG-Site                       	Vendor-Specific.Ericsson.Site
Ericsson-ViG-SiteKeeper-name            	Vendor-Specific.Ericsson.SiteKeeper-name
Ericsson-ViG-TTL-Absolute               	Vendor-Specific.Ericsson.TTL-Absolute
Ericsson-ViG-TTL-Start-Event            	Vendor-Specific.Ericsson.TTL-Start-Event
Ericsson-ViG-TTL-relative               	Vendor-Specific.Ericsson.TTL-relative
Ericsson-ViG-Terminal-Type              	Vendor-Specific.Ericsson.Terminal-Type
Ericsson-ViG-Test-Call-Indicator        	Vendor-Specific.Ericsson.Test-Call-Indicator
Ericsson-ViG-Time-stamp-DST             	Vendor-Specific.Ericsson.Time-stamp-DST
Ericsson-ViG-Time-stamp-TZ              	Vendor-Specific.Ericsson.Time-stamp-TZ
Ericsson-ViG-Time-stamp-UTC             	Vendor-Specific.Ericsson.Time-stamp-UTC
Ericsson-ViG-Translated-ID              	Vendor-Specific.Ericsson.Translated-ID
Ericsson-ViG-Trusted-access             	Vendor-Specific.Ericsson.Trusted-access
Ericsson-ViG-UA-IP-address              	Vendor-Specific.Ericsson.UA-IP-address
Ericsson-ViG-User-ID                    	Vendor-Specific.Ericsson.User-ID
Ericsson-ViG-User-Name-Info             	Vendor-Specific.Ericsson.User-Name-Info
Ericsson-ViG-User-agent-group-name      	Vendor-Specific.Ericsson.User-agent-group-name
Ericsson-ViG-User-agent-name            	Vendor-Specific.Ericsson.User-agent-name
Ericsson-ViG-User-name                  	Vendor-Specific.Ericsson.User-name
Ericsson-ViG-Video-media-rec-backward   	Vendor-Specific.Ericsson.Video-media-rec-backward
Ericsson-ViG-Video-media-rec-forward    	Vendor-Specific.Ericsson.Video-media-rec-forward
Ericsson-ViG-Voice-media-rec-backward   	Vendor-Specific.Ericsson.Voice-media-rec-backward
Ericsson-ViG-Voice-media-rec-forward    	Vendor-Specific.Ericsson.Voice-media-rec-forward
Extreme-CLI-Authorization               	Vendor-Specific.Extreme.CLI-Authorization
Extreme-Netlogin-Extended-Vlan          	Vendor-Specific.Extreme.Netlogin-Extended-Vlan
Extreme-Netlogin-Only                   	Vendor-Specific.Extreme.Netlogin-Only
Extreme-Netlogin-Url                    	Vendor-Specific.Extreme.Netlogin-Url
Extreme-Netlogin-Url-Desc               	Vendor-Specific.Extreme.Netlogin-Url-Desc
Extreme-Netlogin-Vlan                   	Vendor-Specific.Extreme.Netlogin-Vlan
Extreme-Netlogin-Vlan-Tag               	Vendor-Specific.Extreme.Netlogin-Vlan-Tag
Extreme-Security-Profile                	Vendor-Specific.Extreme.Security-Profile
Extreme-Shell-Command                   	Vendor-Specific.Extreme.Shell-Command
Extreme-User-Location                   	Vendor-Specific.Extreme.User-Location
Extreme-VM-IP-Addr                      	Vendor-Specific.Extreme.VM-IP-Addr
Extreme-VM-Name                         	Vendor-Specific.Extreme.VM-Name
Extreme-VM-VLAN-ID                      	Vendor-Specific.Extreme.VM-VLAN-ID
Extreme-VM-VPP-Name                     	Vendor-Specific.Extreme.VM-VPP-Name
Extreme-VM-VR-Name                      	Vendor-Specific.Extreme.VM-VR-Name
F5-LTM-Audit-Msg                        	Vendor-Specific.F5.LTM-Audit-Msg
F5-LTM-User-Console                     	Vendor-Specific.F5.LTM-User-Console
F5-LTM-User-Context-1                   	Vendor-Specific.F5.LTM-User-Context-1
F5-LTM-User-Context-2                   	Vendor-Specific.F5.LTM-User-Context-2
F5-LTM-User-Info-1                      	Vendor-Specific.F5.LTM-User-Info-1
F5-LTM-User-Info-2                      	Vendor-Specific.F5.LTM-User-Info-2
F5-LTM-User-Partition                   	Vendor-Specific.F5.LTM-User-Partition
F5-LTM-User-Role                        	Vendor-Specific.F5.LTM-User-Role
F5-LTM-User-Role-Universal              	Vendor-Specific.F5.LTM-User-Role-Universal
F5-LTM-User-Shell                       	Vendor-Specific.F5.LTM-User-Shell
Fabric-Attach-Client-Id                 	Vendor-Specific.Nortel.Fabric-Attach-Client-Id
Fabric-Attach-Client-PSK                	Vendor-Specific.Nortel.Fabric-Attach-Client-PSK
Fabric-Attach-Client-Trust              	Vendor-Specific.Nortel.Fabric-Attach-Client-Trust
Fabric-Attach-Client-Trusted-Binding    	Vendor-Specific.Nortel.Fabric-Attach-Client-Trusted-Binding
Fabric-Attach-Client-Type               	Vendor-Specific.Nortel.Fabric-Attach-Client-Type
Fabric-Attach-Service-Request           	Vendor-Specific.Nortel.Fabric-Attach-Service-Request
Fabric-Attach-Switch-Mode               	Vendor-Specific.Nortel.Fabric-Attach-Switch-Mode
Fabric-Attach-VLAN-Create               	Vendor-Specific.Nortel.Fabric-Attach-VLAN-Create
Fabric-Attach-VLAN-ISID                 	Vendor-Specific.Nortel.Fabric-Attach-VLAN-ISID
Fabric-Attach-VLAN-PVID                 	Vendor-Specific.Nortel.Fabric-Attach-VLAN-PVID
Flow-FAC-Profile                        	Vendor-Specific.Ericsson-AB.Flow-FAC-Profile
Flow-IP-Profile                         	Vendor-Specific.Ericsson-AB.Flow-IP-Profile
Force10-AVPair                          	Vendor-Specific.Force10.AVPair
Fortinet-AP-Name                        	Vendor-Specific.Fortinet.AP-Name
Fortinet-Access-Profile                 	Vendor-Specific.Fortinet.Access-Profile
Fortinet-AppCtrl-Category-Allow         	Vendor-Specific.Fortinet.AppCtrl-Category-Allow
Fortinet-AppCtrl-Category-Block         	Vendor-Specific.Fortinet.AppCtrl-Category-Block
Fortinet-AppCtrl-Risk-Allow             	Vendor-Specific.Fortinet.AppCtrl-Risk-Allow
Fortinet-AppCtrl-Risk-Block             	Vendor-Specific.Fortinet.AppCtrl-Risk-Block
Fortinet-Client-IP-Address              	Vendor-Specific.Fortinet.Client-IP-Address
Fortinet-Client-IPv6-Address            	Vendor-Specific.Fortinet.Client-IPv6-Address
Fortinet-FAC-Auth-Status                	Vendor-Specific.Fortinet.FAC-Auth-Status
Fortinet-FAC-Challenge-Code             	Vendor-Specific.Fortinet.FAC-Challenge-Code
Fortinet-FAC-Token-ID                   	Vendor-Specific.Fortinet.FAC-Token-ID
Fortinet-FDD-Access-Profile             	Vendor-Specific.Fortinet.FDD-Access-Profile
Fortinet-FDD-Allow-API-Access           	Vendor-Specific.Fortinet.FDD-Allow-API-Access
Fortinet-FDD-Is-SPP-Admin               	Vendor-Specific.Fortinet.FDD-Is-SPP-Admin
Fortinet-FDD-Is-System-Admin            	Vendor-Specific.Fortinet.FDD-Is-System-Admin
Fortinet-FDD-SPP-Name                   	Vendor-Specific.Fortinet.FDD-SPP-Name
Fortinet-FDD-SPP-Policy-Group           	Vendor-Specific.Fortinet.FDD-SPP-Policy-Group
Fortinet-FDD-Trusted-Hosts              	Vendor-Specific.Fortinet.FDD-Trusted-Hosts
Fortinet-FortiWAN-AVPair                	Vendor-Specific.Fortinet.FortiWAN-AVPair
Fortinet-Fpc-User-Role                  	Vendor-Specific.Fortinet.Fpc-User-Role
Fortinet-Group-Name                     	Vendor-Specific.Fortinet.Group-Name
Fortinet-Host-Port-AVPair               	Vendor-Specific.Fortinet.Host-Port-AVPair
Fortinet-Interface-Name                 	Vendor-Specific.Fortinet.Interface-Name
Fortinet-SSID                           	Vendor-Specific.Fortinet.SSID
Fortinet-Tenant-Identification          	Vendor-Specific.Fortinet.Tenant-Identification
Fortinet-Vdom-Name                      	Vendor-Specific.Fortinet.Vdom-Name
Fortinet-Webfilter-Category-Allow       	Vendor-Specific.Fortinet.Webfilter-Category-Allow
Fortinet-Webfilter-Category-Block       	Vendor-Specific.Fortinet.Webfilter-Category-Block
Fortinet-Webfilter-Category-Monitor     	Vendor-Specific.Fortinet.Webfilter-Category-Monitor
Fortinet-WirelessController-Assoc-Time  	Vendor-Specific.Fortinet.WirelessController-Assoc-Time
Fortinet-WirelessController-Device-MAC  	Vendor-Specific.Fortinet.WirelessController-Device-MAC
Fortinet-WirelessController-WTP-ID      	Vendor-Specific.Fortinet.WirelessController-WTP-ID
Forward-Policy                          	Vendor-Specific.Ericsson-AB.Forward-Policy
Foundry-802.1x-Valid-Lookup             	Vendor-Specific.Foundry.802dot1x-Valid-Lookup
Foundry-Access-List                     	Vendor-Specific.Foundry.Access-List
Foundry-COA-Command                     	Vendor-Specific.Foundry.SI-Context-Role
Foundry-Command-Exception-Flag          	Vendor-Specific.Foundry.Command-Exception-Flag
Foundry-Command-String                  	Vendor-Specific.Foundry.Command-String
Foundry-INM-Privilege                   	Vendor-Specific.Foundry.INM-Privilege
Foundry-INM-Role-Aor-List               	Vendor-Specific.Foundry.INM-Role-Aor-List
Foundry-MAC-Authent-needs-802.1x        	Vendor-Specific.Foundry.MAC-Authent-needs-802dot1x
Foundry-MAC-Based-Vlan-QoS              	Vendor-Specific.Foundry.MAC-Based-Vlan-QoS
Foundry-Privilege-Level                 	Vendor-Specific.Foundry.Privilege-Level
Foundry-SI-Context-Role                 	Vendor-Specific.Foundry.SI-Context-Role
Foundry-SI-Role-Template                	Vendor-Specific.Foundry.SI-Role-Template
Foundry-Voice-Phone-Config              	Vendor-Specific.Foundry.SI-Role-Template
Freeswitch-AMAFlags                     	Vendor-Specific.Freeswitch.AMAFlags
Freeswitch-AVPair                       	Vendor-Specific.Freeswitch.AVPair
Freeswitch-Ani                          	Vendor-Specific.Freeswitch.Ani
Freeswitch-Aniii                        	Vendor-Specific.Freeswitch.Aniii
Freeswitch-Billusec                     	Vendor-Specific.Freeswitch.Billusec
Freeswitch-CLID                         	Vendor-Specific.Freeswitch.CLID
Freeswitch-Callanswerdate               	Vendor-Specific.Freeswitch.Callanswerdate
Freeswitch-Callenddate                  	Vendor-Specific.Freeswitch.Callenddate
Freeswitch-Callstartdate                	Vendor-Specific.Freeswitch.Callstartdate
Freeswitch-Calltransferdate             	Vendor-Specific.Freeswitch.Calltransferdate
Freeswitch-Context                      	Vendor-Specific.Freeswitch.Context
Freeswitch-Dialplan                     	Vendor-Specific.Freeswitch.Dialplan
Freeswitch-Disposition                  	Vendor-Specific.Freeswitch.Disposition
Freeswitch-Dst                          	Vendor-Specific.Freeswitch.Dst
Freeswitch-Dst-Channel                  	Vendor-Specific.Freeswitch.Dst-Channel
Freeswitch-Hangupcause                  	Vendor-Specific.Freeswitch.Hangupcause
Freeswitch-Lastapp                      	Vendor-Specific.Freeswitch.Lastapp
Freeswitch-Lastdata                     	Vendor-Specific.Freeswitch.Lastdata
Freeswitch-RDNIS                        	Vendor-Specific.Freeswitch.RDNIS
Freeswitch-Signalbond                   	Vendor-Specific.Freeswitch.Signalbond
Freeswitch-Source                       	Vendor-Specific.Freeswitch.Source
Freeswitch-Src                          	Vendor-Specific.Freeswitch.Src
Freeswitch-Src-Channel                  	Vendor-Specific.Freeswitch.Src-Channel
Gandalf-Around-The-Corner               	Vendor-Specific.Gandalf.Around-The-Corner
Gandalf-Authentication-String           	Vendor-Specific.Gandalf.Authentication-String
Gandalf-Calling-Line-ID-1               	Vendor-Specific.Gandalf.Calling-Line-ID-1
Gandalf-Calling-Line-ID-2               	Vendor-Specific.Gandalf.Calling-Line-ID-2
Gandalf-Channel-Group-Name-1            	Vendor-Specific.Gandalf.Channel-Group-Name-1
Gandalf-Channel-Group-Name-2            	Vendor-Specific.Gandalf.Channel-Group-Name-2
Gandalf-Compression-Status              	Vendor-Specific.Gandalf.Compression-Status
Gandalf-Dial-Prefix-Name-1              	Vendor-Specific.Gandalf.Dial-Prefix-Name-1
Gandalf-Dial-Prefix-Name-2              	Vendor-Specific.Gandalf.Dial-Prefix-Name-2
Gandalf-Fwd-Broadcast-In                	Vendor-Specific.Gandalf.Fwd-Broadcast-In
Gandalf-Fwd-Broadcast-Out               	Vendor-Specific.Gandalf.Fwd-Broadcast-Out
Gandalf-Fwd-Multicast-In                	Vendor-Specific.Gandalf.Fwd-Multicast-In
Gandalf-Fwd-Multicast-Out               	Vendor-Specific.Gandalf.Fwd-Multicast-Out
Gandalf-Fwd-Unicast-In                  	Vendor-Specific.Gandalf.Fwd-Unicast-In
Gandalf-Fwd-Unicast-Out                 	Vendor-Specific.Gandalf.Fwd-Unicast-Out
Gandalf-Hunt-Group                      	Vendor-Specific.Gandalf.Hunt-Group
Gandalf-IPX-Spoofing-State              	Vendor-Specific.Gandalf.IPX-Spoofing-State
Gandalf-IPX-Watchdog-Spoof              	Vendor-Specific.Gandalf.IPX-Watchdog-Spoof
Gandalf-Min-Outgoing-Bearer             	Vendor-Specific.Gandalf.Min-Outgoing-Bearer
Gandalf-Modem-Mode                      	Vendor-Specific.Gandalf.Modem-Mode
Gandalf-Modem-Required-1                	Vendor-Specific.Gandalf.Modem-Required-1
Gandalf-Modem-Required-2                	Vendor-Specific.Gandalf.Modem-Required-2
Gandalf-Operational-Modes               	Vendor-Specific.Gandalf.Operational-Modes
Gandalf-PPP-Authentication              	Vendor-Specific.Gandalf.PPP-Authentication
Gandalf-PPP-NCP-Type                    	Vendor-Specific.Gandalf.PPP-NCP-Type
Gandalf-Phone-Number-1                  	Vendor-Specific.Gandalf.Phone-Number-1
Gandalf-Phone-Number-2                  	Vendor-Specific.Gandalf.Phone-Number-2
Gandalf-Remote-LAN-Name                 	Vendor-Specific.Gandalf.Remote-LAN-Name
Gandalf-SAP-Group-Name-1                	Vendor-Specific.Gandalf.SAP-Group-Name-1
Gandalf-SAP-Group-Name-2                	Vendor-Specific.Gandalf.SAP-Group-Name-2
Gandalf-SAP-Group-Name-3                	Vendor-Specific.Gandalf.SAP-Group-Name-3
Gandalf-SAP-Group-Name-4                	Vendor-Specific.Gandalf.SAP-Group-Name-4
Gandalf-SAP-Group-Name-5                	Vendor-Specific.Gandalf.SAP-Group-Name-5
Garderos-Location-Name                  	Vendor-Specific.Garderos.Location-Name
Garderos-MSISDN                         	Vendor-Specific.Garderos.MSISDN
Garderos-Proxy                          	Vendor-Specific.Garderos.Proxy
Garderos-Service-Name                   	Vendor-Specific.Garderos.Service-Name
