#
#  Mapping of v3 names to v4 names
#
#  This file is used by the upgrade tool.
#
3Com-Connect_Id                         	Vendor-Specific.3com.Connect_Id
BWAS-Flash-Call-Hold-Invoke-Time        	Vendor-Specific.BroadSoft.Flash-Call-Hold-Invoke-Time
BWAS-Group                              	Vendor-Specific.BroadSoft.Group
BWAS-Group-Number                       	Vendor-Specific.BroadSoft.Group-Number
BWAS-Hoteling-Group                     	Vendor-Specific.BroadSoft.Hoteling-Group
BWAS-Hoteling-Group-Number              	Vendor-Specific.BroadSoft.Hoteling-Group-Number
BWAS-Hoteling-Invoke-Time               	Vendor-Specific.BroadSoft.Hoteling-Invoke-Time
BWAS-Hoteling-User-Number               	Vendor-Specific.BroadSoft.Hoteling-User-Number
BWAS-Hoteling-UserId                    	Vendor-Specific.BroadSoft.Hoteling-UserId
BWAS-InstantGroupCall-Invoke-Time       	Vendor-Specific.BroadSoft.InstantGroupCall-Invoke-Time
BWAS-InstantGroupCall-PushToTalk        	Vendor-Specific.BroadSoft.InstantGroupCall-PushToTalk
BWAS-InstantGroupCall-Related-Callid    	Vendor-Specific.BroadSoft.InstantGroupCall-Related-Callid
BWAS-Last-Number-Redial-Fac-Result      	Vendor-Specific.BroadSoft.Last-Number-Redial-Fac-Result
BWAS-Last-Number-Redial-Invoke-Time     	Vendor-Specific.BroadSoft.Last-Number-Redial-Invoke-Time
BWAS-Local-Callid                       	Vendor-Specific.BroadSoft.Local-Callid
BWAS-Location-Control-Act-Result        	Vendor-Specific.BroadSoft.Location-Control-Act-Result
BWAS-Location-Control-Deact-Result      	Vendor-Specific.BroadSoft.Location-Control-Deact-Result
BWAS-Media-Initiator-Flag               	Vendor-Specific.BroadSoft.Media-Initiator-Flag
BWAS-Moh-Deact-Fac-Result               	Vendor-Specific.BroadSoft.Moh-Deact-Fac-Result
BWAS-Network-Call-Type                  	Vendor-Specific.BroadSoft.Network-Call-Type
BWAS-Network-Callid                     	Vendor-Specific.BroadSoft.Network-Callid
BWAS-Network-Translated-Group           	Vendor-Specific.BroadSoft.Network-Translated-Group
BWAS-Network-Translated-Number          	Vendor-Specific.BroadSoft.Network-Translated-Number
BWAS-Network-Translated-Number-Context  	Vendor-Specific.BroadSoft.Network-Translated-Number-Context
BWAS-Network-Type                       	Vendor-Specific.BroadSoft.Network-Type
BWAS-No-Answer-Set-Fac-Result           	Vendor-Specific.BroadSoft.No-Answer-Set-Fac-Result
BWAS-No-Answer-Set-Invoke-Time          	Vendor-Specific.BroadSoft.No-Answer-Set-Invoke-Time
BWAS-Original-Called-Number             	Vendor-Specific.BroadSoft.Original-Called-Number
BWAS-Original-Called-Number-Context     	Vendor-Specific.BroadSoft.Original-Called-Number-Context
BWAS-Original-Called-Presentation-Indic 	Vendor-Specific.BroadSoft.Original-Called-Presentation-Indic
BWAS-Original-Called-Reason             	Vendor-Specific.BroadSoft.Original-Called-Reason
BWAS-Origination-Method                 	Vendor-Specific.BroadSoft.Origination-Method
BWAS-Other-Party-Name                   	Vendor-Specific.BroadSoft.Other-Party-Name
BWAS-Other-Party-Name-Pres-Indic        	Vendor-Specific.BroadSoft.Other-Party-Name-Pres-Indic
BWAS-OtherInfoInPCV                     	Vendor-Specific.BroadSoft.OtherInfoInPCV
BWAS-Outside-Access-Code                	Vendor-Specific.BroadSoft.Outside-Access-Code
BWAS-Prepaid-Status                     	Vendor-Specific.BroadSoft.Prepaid-Status
BWAS-Primary-Device-Line-Port           	Vendor-Specific.BroadSoft.Primary-Device-Line-Port
BWAS-Push-to-Talk-Fac-Result            	Vendor-Specific.BroadSoft.Push-to-Talk-Fac-Result
BWAS-Push-to-Talk-Invoke-Time           	Vendor-Specific.BroadSoft.Push-to-Talk-Invoke-Time
BWAS-Q850-Cause                         	Vendor-Specific.BroadSoft.Q850-Cause
BWAS-Recall-Type                        	Vendor-Specific.BroadSoft.Recall-Type
BWAS-Received-Calling-Number            	Vendor-Specific.BroadSoft.Received-Calling-Number
BWAS-Record-id                          	Vendor-Specific.BroadSoft.Record-id
BWAS-Redirecting-Number                 	Vendor-Specific.BroadSoft.Redirecting-Number
BWAS-Redirecting-Number-Context         	Vendor-Specific.BroadSoft.Redirecting-Number-Context
BWAS-Redirecting-Presentation-Indic     	Vendor-Specific.BroadSoft.Redirecting-Presentation-Indic
BWAS-Redirecting-Reason                 	Vendor-Specific.BroadSoft.Redirecting-Reason
BWAS-Related-CallId                     	Vendor-Specific.BroadSoft.Related-CallId
BWAS-Related-CallId-Reason              	Vendor-Specific.BroadSoft.Related-CallId-Reason
BWAS-Release-Time                       	Vendor-Specific.BroadSoft.Release-Time
BWAS-Releasing-Party                    	Vendor-Specific.BroadSoft.Releasing-Party
BWAS-Remote-Callid                      	Vendor-Specific.BroadSoft.Remote-Callid
BWAS-Return-Call-Fac-Result             	Vendor-Specific.BroadSoft.Return-Call-Fac-Result
BWAS-Return-Call-Invoke-Time            	Vendor-Specific.BroadSoft.Return-Call-Invoke-Time
BWAS-Return-Call-Number-Deletion-Fac-Result	Vendor-Specific.BroadSoft.Return-Call-Number-Deletion-Fac-Result
BWAS-Return-Call-Number-Deletion-Invoke-Time	Vendor-Specific.BroadSoft.Return-Call-Number-Deletion-Invoke-Time
BWAS-Route                              	Vendor-Specific.BroadSoft.Route
BWAS-Routing-Number                     	Vendor-Specific.BroadSoft.Routing-Number
BWAS-SDP                                	Vendor-Specific.BroadSoft.SDP
BWAS-SDP-Answer-Timestamp               	Vendor-Specific.BroadSoft.SDP-Answer-Timestamp
BWAS-SDP-Offer-Timestamp                	Vendor-Specific.BroadSoft.SDP-Offer-Timestamp
BWAS-SIP-Error-Code                     	Vendor-Specific.BroadSoft.SIP-Error-Code
BWAS-Sac-Lock-Fac-Result                	Vendor-Specific.BroadSoft.Sac-Lock-Fac-Result
BWAS-Sac-Lock-Invoke-Time               	Vendor-Specific.BroadSoft.Sac-Lock-Invoke-Time
BWAS-Sac-Unlock-Fac-Result              	Vendor-Specific.BroadSoft.Sac-Unlock-Fac-Result
BWAS-Sac-Unlock-Invoke-Time             	Vendor-Specific.BroadSoft.Sac-Unlock-Invoke-Time
BWAS-Scf-Act-Fac-Result                 	Vendor-Specific.BroadSoft.Scf-Act-Fac-Result
BWAS-Scf-Act-Invoke-Time                	Vendor-Specific.BroadSoft.Scf-Act-Invoke-Time
BWAS-Scf-Deact-Fac-Result               	Vendor-Specific.BroadSoft.Scf-Deact-Fac-Result
BWAS-Scf-Deact-Invoke-Time              	Vendor-Specific.BroadSoft.Scf-Deact-Invoke-Time
BWAS-Sd100-Programming-Fac-Result       	Vendor-Specific.BroadSoft.Sd100-Programming-Fac-Result
BWAS-Sd100-Programming-Invoke-Time      	Vendor-Specific.BroadSoft.Sd100-Programming-Invoke-Time
BWAS-Sd8-Programming-Fac-Result         	Vendor-Specific.BroadSoft.Sd8-Programming-Fac-Result
BWAS-Sd8-Programming-Invoke-Time        	Vendor-Specific.BroadSoft.Sd8-Programming-Invoke-Time
BWAS-Service-provider                   	Vendor-Specific.BroadSoft.Service-provider
BWAS-Spare-136                          	Vendor-Specific.BroadSoft.Spare-136
BWAS-Spare-29                           	Vendor-Specific.BroadSoft.Spare-29
BWAS-Spare-31                           	Vendor-Specific.BroadSoft.Spare-31
BWAS-Start-Time                         	Vendor-Specific.BroadSoft.Start-Time
BWAS-TSD-Digits                         	Vendor-Specific.BroadSoft.TSD-Digits
BWAS-Termination-Cause                  	Vendor-Specific.BroadSoft.Termination-Cause
BWAS-Transfer-Invoke-Time               	Vendor-Specific.BroadSoft.Transfer-Invoke-Time
BWAS-Transfer-Related-CallId            	Vendor-Specific.BroadSoft.Transfer-Related-CallId
BWAS-Transfer-Result                    	Vendor-Specific.BroadSoft.Transfer-Result
BWAS-Transfer-Type                      	Vendor-Specific.BroadSoft.Transfer-Type
BWAS-Trunk-Group-Info                   	Vendor-Specific.BroadSoft.Trunk-Group-Info
BWAS-Trunk-Group-Name                   	Vendor-Specific.BroadSoft.Trunk-Group-Name
BWAS-Type                               	Vendor-Specific.BroadSoft.Type
BWAS-Type-Of-Network                    	Vendor-Specific.BroadSoft.Type-Of-Network
BWAS-User-Number                        	Vendor-Specific.BroadSoft.User-Number
BWAS-User-Timezone                      	Vendor-Specific.BroadSoft.User-Timezone
BWAS-UserId                             	Vendor-Specific.BroadSoft.UserId
BWAS-VP-Calling-Invoke-Time             	Vendor-Specific.BroadSoft.VP-Calling-Invoke-Time
BWAS-Vma-Act-Fac-Result                 	Vendor-Specific.BroadSoft.Vma-Act-Fac-Result
BWAS-Vma-Act-Invoke-Time                	Vendor-Specific.BroadSoft.Vma-Act-Invoke-Time
BWAS-Vma-Deact-Fac-Result               	Vendor-Specific.BroadSoft.Vma-Deact-Fac-Result
BWAS-Vma-Deact-Invoke-Time              	Vendor-Specific.BroadSoft.Vma-Deact-Invoke-Time
BWAS-Vmb-Act-Fac-Result                 	Vendor-Specific.BroadSoft.Vmb-Act-Fac-Result
BWAS-Vmb-Act-Invoke-Time                	Vendor-Specific.BroadSoft.Vmb-Act-Invoke-Time
BWAS-Vmb-Deact-Fac-Result               	Vendor-Specific.BroadSoft.Vmb-Deact-Fac-Result
BWAS-Vmb-Deact-Invoke-Time              	Vendor-Specific.BroadSoft.Vmb-Deact-Invoke-Time
BWAS-Vmna-Act-Fac-Result                	Vendor-Specific.BroadSoft.Vmna-Act-Fac-Result
BWAS-Vmna-Act-Invoke-Time               	Vendor-Specific.BroadSoft.Vmna-Act-Invoke-Time
BWAS-Vmna-Deact-Fac-Result              	Vendor-Specific.BroadSoft.Vmna-Deact-Fac-Result
BWAS-Vmna-Deact-Invoke-Time             	Vendor-Specific.BroadSoft.Vmna-Deact-Invoke-Time
BinTec-biboDialTable                    	Vendor-Specific.BinTec.biboDialTable
BinTec-biboPPPTable                     	Vendor-Specific.BinTec.biboPPPTable
BinTec-ipExtIfTable                     	Vendor-Specific.BinTec.ipExtIfTable
BinTec-ipExtRtTable                     	Vendor-Specific.BinTec.ipExtRtTable
BinTec-ipFilterTable                    	Vendor-Specific.BinTec.ipFilterTable
BinTec-ipNatPresetTable                 	Vendor-Specific.BinTec.ipNatPresetTable
BinTec-ipQoSTable                       	Vendor-Specific.BinTec.ipQoSTable
BinTec-ipRouteTable                     	Vendor-Specific.BinTec.ipRouteTable
BinTec-ipxCircTable                     	Vendor-Specific.BinTec.ipxCircTable
BinTec-ipxStaticRouteTable              	Vendor-Specific.BinTec.ipxStaticRouteTable
BinTec-ipxStaticServTable               	Vendor-Specific.BinTec.ipxStaticServTable
BinTec-ospfIfTable                      	Vendor-Specific.BinTec.ospfIfTable
BinTec-pppExtIfTable                    	Vendor-Specific.BinTec.pppExtIfTable
BinTec-qosIfTable                       	Vendor-Specific.BinTec.qosIfTable
BinTec-qosPolicyTable                   	Vendor-Specific.BinTec.qosPolicyTable
BinTec-ripCircTable                     	Vendor-Specific.BinTec.ripCircTable
BinTec-sapCircTable                     	Vendor-Specific.BinTec.sapCircTable
Bind-Auth-Context                       	Vendor-Specific.Ericsson-AB.Bind-Auth-Context
Bind-Auth-Max-Sessions                  	Vendor-Specific.Ericsson-AB.Bind-Auth-Max-Sessions
Bind-Auth-Protocol                      	Vendor-Specific.Ericsson-AB.Bind-Auth-Protocol
Bind-Auth-Service-Grp                   	Vendor-Specific.Ericsson-AB.Bind-Auth-Service-Grp
Bind-Auto-Sub-Context                   	Vendor-Specific.Ericsson-AB.Bind-Auto-Sub-Context
Bind-Auto-Sub-Password                  	Vendor-Specific.Ericsson-AB.Bind-Auto-Sub-Password
Bind-Auto-Sub-User                      	Vendor-Specific.Ericsson-AB.Bind-Auto-Sub-User
Bind-Bypass-Bypass                      	Vendor-Specific.Ericsson-AB.Bind-Bypass-Bypass
Bind-Bypass-Context                     	Vendor-Specific.Ericsson-AB.Bind-Bypass-Context
Bind-Dot1q-Port                         	Vendor-Specific.Ericsson-AB.Bind-Dot1q-Port
Bind-Dot1q-Slot                         	Vendor-Specific.Ericsson-AB.Bind-Dot1q-Slot
Bind-Dot1q-Vlan-Tag-Id                  	Vendor-Specific.Ericsson-AB.Bind-Dot1q-Vlan-Tag-Id
Bind-Int-Context                        	Vendor-Specific.Ericsson-AB.Bind-Int-Context
Bind-Int-Interface-Name                 	Vendor-Specific.Ericsson-AB.Bind-Int-Interface-Name
Bind-L2TP-Flow-Control                  	Vendor-Specific.Ericsson-AB.Bind-L2TP-Flow-Control
Bind-L2TP-Tunnel-Name                   	Vendor-Specific.Ericsson-AB.Bind-L2TP-Tunnel-Name
Bind-Ses-Context                        	Vendor-Specific.Ericsson-AB.Bind-Ses-Context
Bind-Sub-Password                       	Vendor-Specific.Ericsson-AB.Bind-Sub-Password
Bind-Sub-User-At-Context                	Vendor-Specific.Ericsson-AB.Bind-Sub-User-At-Context
Bind-Tun-Context                        	Vendor-Specific.Ericsson-AB.Bind-Tun-Context
Bind-Type                               	Vendor-Specific.Ericsson-AB.Bind-Type
Blue-Coat-Authorization                 	Vendor-Specific.BlueCoat.Authorization
Blue-Coat-Group                         	Vendor-Specific.BlueCoat.Group
Breezecom-Attr1                         	Vendor-Specific.Alvarion.VSA-1
Breezecom-Attr10                        	Vendor-Specific.Alvarion.VSA-10
Breezecom-Attr11                        	Vendor-Specific.Alvarion.VSA-11
Breezecom-Attr2                         	Vendor-Specific.Alvarion.VSA-2
Breezecom-Attr3                         	Vendor-Specific.Alvarion.VSA-3
Breezecom-Attr4                         	Vendor-Specific.Alvarion.VSA-4
Breezecom-Attr5                         	Vendor-Specific.Alvarion.VSA-5
Breezecom-Attr6                         	Vendor-Specific.Alvarion.VSA-6
Breezecom-Attr7                         	Vendor-Specific.Alvarion.VSA-7
Breezecom-Attr8                         	Vendor-Specific.Alvarion.VSA-8
Breezecom-Attr9                         	Vendor-Specific.Alvarion.VSA-9
Bridge-Group                            	Vendor-Specific.Ericsson-AB.Bridge-Group
BroadSoft-Attr-255                      	Vendor-Specific.BroadSoft.BroadSoft-Attr-255
Brocade-AVPairs1                        	Vendor-Specific.Brocade.AVPairs1
Brocade-AVPairs2                        	Vendor-Specific.Brocade.AVPairs2
Brocade-AVPairs3                        	Vendor-Specific.Brocade.AVPairs3
Brocade-AVPairs4                        	Vendor-Specific.Brocade.AVPairs4
Brocade-Auth-Role                       	Vendor-Specific.Brocade.Auth-Role
Brocade-Cmd                             	Vendor-Specific.Brocade.Cmd
Brocade-Passwd-ExpiryDate               	Vendor-Specific.Brocade.Passwd-ExpiryDate
Brocade-Passwd-WarnPeriod               	Vendor-Specific.Brocade.Passwd-WarnPeriod
CBBSM-Bandwidth                         	Vendor-Specific.Cisco-BBSM.Bandwidth
CES-Group                               	Vendor-Specific.Bay-Networks.CES-Group
CL-APDB-Version                         	Vendor-Specific.Boingo.CL-APDB-Version
CL-Brand                                	Vendor-Specific.Boingo.CL-Brand
CL-Method-Version                       	Vendor-Specific.Boingo.CL-Method-Version
CL-Reg-Number                           	Vendor-Specific.Boingo.CL-Reg-Number
CL-SSC                                  	Vendor-Specific.Boingo.CL-SSC
CL-Software-Version                     	Vendor-Specific.Boingo.CL-Software-Version
CL-Token-Version                        	Vendor-Specific.Boingo.CL-Token-Version
CL-User-Agent                           	Vendor-Specific.Boingo.CL-User-Agent
CP-Gaia-SuperUser-Access                	Vendor-Specific.CheckPoint.Gaia-SuperUser-Access
CP-Gaia-User-Role                       	Vendor-Specific.CheckPoint.Gaia-User-Role
CVPN5000-Client-Assigned-IP             	Vendor-Specific.Cisco-VPN5000.Client-Assigned-IP
CVPN5000-Client-Assigned-IPX            	Vendor-Specific.Cisco-VPN5000.Client-Assigned-IPX
CVPN5000-Client-Real-IP                 	Vendor-Specific.Cisco-VPN5000.Client-Real-IP
CVPN5000-Echo                           	Vendor-Specific.Cisco-VPN5000.Echo
CVPN5000-Tunnel-Throughput              	Vendor-Specific.Cisco-VPN5000.Tunnel-Throughput
CVPN5000-VPN-GroupInfo                  	Vendor-Specific.Cisco-VPN5000.VPN-GroupInfo
CVPN5000-VPN-Password                   	Vendor-Specific.Cisco-VPN5000.VPN-Password
CVX-Assign-IP-Pool                      	Vendor-Specific.Aptis.Assign-IP-Pool
CVX-Client-Assign-DNS                   	Vendor-Specific.Aptis.Client-Assign-DNS
CVX-Data-Filter                         	Vendor-Specific.Aptis.Data-Filter
CVX-Data-Rate                           	Vendor-Specific.Aptis.Data-Rate
CVX-Disconnect-Cause                    	Vendor-Specific.Aptis.Disconnect-Cause
CVX-IPSVC-AZNLVL                        	Vendor-Specific.Aptis.IPSVC-AZNLVL
CVX-IPSVC-Mask                          	Vendor-Specific.Aptis.IPSVC-Mask
CVX-Identification                      	Vendor-Specific.Aptis.Identification
CVX-Idle-Limit                          	Vendor-Specific.Aptis.Idle-Limit
CVX-Maximum-Channels                    	Vendor-Specific.Aptis.Maximum-Channels
CVX-Modem-Begin-Modulation              	Vendor-Specific.Aptis.Modem-Begin-Modulation
CVX-Modem-Begin-Recv-Line-Lvl           	Vendor-Specific.Aptis.Modem-Begin-Recv-Line-Lvl
CVX-Modem-Data-Compression              	Vendor-Specific.Aptis.Modem-Data-Compression
CVX-Modem-End-Modulation                	Vendor-Specific.Aptis.Modem-End-Modulation
CVX-Modem-End-Recv-Line-Lvl             	Vendor-Specific.Aptis.Modem-End-Recv-Line-Lvl
CVX-Modem-Error-Correction              	Vendor-Specific.Aptis.Modem-Error-Correction
CVX-Modem-Local-Rate-Negs               	Vendor-Specific.Aptis.Modem-Local-Rate-Negs
CVX-Modem-Local-Retrains                	Vendor-Specific.Aptis.Modem-Local-Retrains
CVX-Modem-ReTx-Packets                  	Vendor-Specific.Aptis.Modem-ReTx-Packets
CVX-Modem-Remote-Rate-Negs              	Vendor-Specific.Aptis.Modem-Remote-Rate-Negs
CVX-Modem-Remote-Retrains               	Vendor-Specific.Aptis.Modem-Remote-Retrains
CVX-Modem-SNR                           	Vendor-Specific.Aptis.Modem-SNR
CVX-Modem-Tx-Packets                    	Vendor-Specific.Aptis.Modem-Tx-Packets
CVX-Multicast-Client                    	Vendor-Specific.Aptis.Multicast-Client
CVX-Multicast-Rate-Limit                	Vendor-Specific.Aptis.Multicast-Rate-Limit
CVX-Multilink-Group-Number              	Vendor-Specific.Aptis.Multilink-Group-Number
CVX-Multilink-Match-Info                	Vendor-Specific.Aptis.Multilink-Match-Info
CVX-PPP-Address                         	Vendor-Specific.Aptis.PPP-Address
CVX-PPP-Log-Mask                        	Vendor-Specific.Aptis.PPP-Log-Mask
CVX-PreSession-Time                     	Vendor-Specific.Aptis.PreSession-Time
CVX-Primary-DNS                         	Vendor-Specific.Aptis.Primary-DNS
CVX-Radius-Redirect                     	Vendor-Specific.Aptis.Radius-Redirect
CVX-Reject-Reason                       	Vendor-Specific.Aptis.Reject-Reason
CVX-SS7-Session-ID-Type                 	Vendor-Specific.Aptis.SS7-Session-ID-Type
CVX-Secondary-DNS                       	Vendor-Specific.Aptis.Secondary-DNS
CVX-Terminate-Cause                     	Vendor-Specific.Aptis.Terminate-Cause
CVX-Terminate-Component                 	Vendor-Specific.Aptis.Terminate-Component
CVX-VPOP-ID                             	Vendor-Specific.Aptis.VPOP-ID
CVX-Xmit-Rate                           	Vendor-Specific.Aptis.Xmit-Rate
CW-ARQ-Token                            	Vendor-Specific.USR.CW-ARQ-Token
CW-Account-Id                           	Vendor-Specific.USR.CW-Account-Id
CW-Acct-Balance-Decr-Curr               	Vendor-Specific.USR.CW-Acct-Balance-Decr-Curr
CW-Acct-Balance-Start-Amt               	Vendor-Specific.USR.CW-Acct-Balance-Start-Amt
CW-Acct-Balance-Start-Curr              	Vendor-Specific.USR.CW-Acct-Balance-Start-Curr
CW-Acct-Balance-Start-Dec               	Vendor-Specific.USR.CW-Acct-Balance-Start-Dec
CW-Acct-Identification-Code             	Vendor-Specific.USR.CW-Acct-Identification-Code
CW-Acct-Type                            	Vendor-Specific.USR.CW-Acct-Type
CW-Audio-Bytes-In-Frame                 	Vendor-Specific.USR.CW-Audio-Bytes-In-Frame
CW-Audio-Packets-In-Frame               	Vendor-Specific.USR.CW-Audio-Packets-In-Frame
CW-Audio-Packets-Lost                   	Vendor-Specific.USR.CW-Audio-Packets-Lost
CW-Audio-Packets-Received               	Vendor-Specific.USR.CW-Audio-Packets-Received
CW-Audio-Packets-Sent                   	Vendor-Specific.USR.CW-Audio-Packets-Sent
CW-Audio-Signal-In-Packet               	Vendor-Specific.USR.CW-Audio-Signal-In-Packet
CW-Authentication-Fail-Cnt              	Vendor-Specific.USR.CW-Authentication-Fail-Cnt
CW-Call-Durn-Connect-Disc               	Vendor-Specific.USR.CW-Call-Durn-Connect-Disc
CW-Call-End-Time-Msec                   	Vendor-Specific.USR.CW-Call-End-Time-Msec
CW-Call-End-Time-Sec                    	Vendor-Specific.USR.CW-Call-End-Time-Sec
CW-Call-Identifier                      	Vendor-Specific.USR.CW-Call-Identifier
CW-Call-Model                           	Vendor-Specific.USR.CW-Call-Model
CW-Call-Plan-Id                         	Vendor-Specific.USR.CW-Call-Plan-Id
CW-Call-Start-Ingr-GW-Msec              	Vendor-Specific.USR.CW-Call-Start-Ingr-GW-Msec
CW-Call-Start-Ingr-GW-Sec               	Vendor-Specific.USR.CW-Call-Start-Ingr-GW-Sec
CW-Call-Start-Time-Ans-Msec             	Vendor-Specific.USR.CW-Call-Start-Time-Ans-Msec
CW-Call-Start-Time-Ans-Sec              	Vendor-Specific.USR.CW-Call-Start-Time-Ans-Sec
CW-Call-Termination-Cause               	Vendor-Specific.USR.CW-Call-Termination-Cause
CW-Call-Type                            	Vendor-Specific.USR.CW-Call-Type
CW-Cld-Party-E164-Number                	Vendor-Specific.USR.CW-Cld-Party-E164-Number
CW-Cld-Party-E164-Type                  	Vendor-Specific.USR.CW-Cld-Party-E164-Type
CW-Cld-Party-Trans-DNS                  	Vendor-Specific.USR.CW-Cld-Party-Trans-DNS
CW-Cld-Party-Trans-IP                   	Vendor-Specific.USR.CW-Cld-Party-Trans-IP
CW-Cld-Party-Trans-Port                 	Vendor-Specific.USR.CW-Cld-Party-Trans-Port
CW-Cld-Party-Trans-Protocol             	Vendor-Specific.USR.CW-Cld-Party-Trans-Protocol
CW-Clg-Party-E164-Number                	Vendor-Specific.USR.CW-Clg-Party-E164-Number
CW-Clg-Party-E164-Type                  	Vendor-Specific.USR.CW-Clg-Party-E164-Type
CW-Clg-Party-Trans-DNS                  	Vendor-Specific.USR.CW-Clg-Party-Trans-DNS
CW-Clg-Party-Trans-IP                   	Vendor-Specific.USR.CW-Clg-Party-Trans-IP
CW-Clg-Party-Trans-Port                 	Vendor-Specific.USR.CW-Clg-Party-Trans-Port
CW-Clg-Party-Trans-Protocol             	Vendor-Specific.USR.CW-Clg-Party-Trans-Protocol
CW-Codec-Type                           	Vendor-Specific.USR.CW-Codec-Type
CW-Egr-Gtkpr-Trans-DNS                  	Vendor-Specific.USR.CW-Egr-Gtkpr-Trans-DNS
CW-Egr-Gtkpr-Trans-IP                   	Vendor-Specific.USR.CW-Egr-Gtkpr-Trans-IP
CW-Egr-Gtkpr-Trans-Port                 	Vendor-Specific.USR.CW-Egr-Gtkpr-Trans-Port
CW-Egr-Gtkpr-Trans-Protocol             	Vendor-Specific.USR.CW-Egr-Gtkpr-Trans-Protocol
CW-Egr-Gway-Trans-DNS                   	Vendor-Specific.USR.CW-Egr-Gway-Trans-DNS
CW-Egr-Gway-Trans-IP                    	Vendor-Specific.USR.CW-Egr-Gway-Trans-IP
CW-Egr-Gway-Trans-Port                  	Vendor-Specific.USR.CW-Egr-Gway-Trans-Port
CW-Egr-Gway-Trans-Protocol              	Vendor-Specific.USR.CW-Egr-Gway-Trans-Protocol
CW-Ingr-Gtkpr-Trans-DNS                 	Vendor-Specific.USR.CW-Ingr-Gtkpr-Trans-DNS
CW-Ingr-Gtkpr-Trans-IP                  	Vendor-Specific.USR.CW-Ingr-Gtkpr-Trans-IP
CW-Ingr-Gtkpr-Trans-Port                	Vendor-Specific.USR.CW-Ingr-Gtkpr-Trans-Port
CW-Ingr-Gtkpr-Trans-Protocol            	Vendor-Specific.USR.CW-Ingr-Gtkpr-Trans-Protocol
CW-Ingr-Gway-E164-Number                	Vendor-Specific.USR.CW-Ingr-Gway-E164-Number
CW-Ingr-Gway-E164-Type                  	Vendor-Specific.USR.CW-Ingr-Gway-E164-Type
CW-Ingr-Gway-Trans-DNS                  	Vendor-Specific.USR.CW-Ingr-Gway-Trans-DNS
CW-Ingr-Gway-Trans-IP                   	Vendor-Specific.USR.CW-Ingr-Gway-Trans-IP
CW-Ingr-Gway-Trans-Port                 	Vendor-Specific.USR.CW-Ingr-Gway-Trans-Port
CW-Ingr-Gway-Trans-Protocol             	Vendor-Specific.USR.CW-Ingr-Gway-Trans-Protocol
CW-LRQ-Token                            	Vendor-Specific.USR.CW-LRQ-Token
CW-Local-MG-RTP-DNS                     	Vendor-Specific.USR.CW-Local-MG-RTP-DNS
CW-Local-MG-RTP-IP                      	Vendor-Specific.USR.CW-Local-MG-RTP-IP
CW-Local-MG-RTP-Port                    	Vendor-Specific.USR.CW-Local-MG-RTP-Port
CW-Local-MG-RTP-Protocol                	Vendor-Specific.USR.CW-Local-MG-RTP-Protocol
CW-Local-Sig-Trans-DNS                  	Vendor-Specific.USR.CW-Local-Sig-Trans-DNS
CW-Local-Sig-Trans-IP                   	Vendor-Specific.USR.CW-Local-Sig-Trans-IP
CW-Local-Sig-Trans-Port                 	Vendor-Specific.USR.CW-Local-Sig-Trans-Port
CW-Local-Sig-Trans-Protocol             	Vendor-Specific.USR.CW-Local-Sig-Trans-Protocol
CW-MG-Id                                	Vendor-Specific.USR.CW-MG-Id
CW-MGC-Id                               	Vendor-Specific.USR.CW-MGC-Id
CW-Num-Call-Attempt-Session             	Vendor-Specific.USR.CW-Num-Call-Attempt-Session
CW-OSP-Source-Device                    	Vendor-Specific.USR.CW-OSP-Source-Device
CW-Orig-Line-Identifier                 	Vendor-Specific.USR.CW-Orig-Line-Identifier
CW-PSTN-Interface-Number                	Vendor-Specific.USR.CW-PSTN-Interface-Number
CW-Port-Id-For-Call                     	Vendor-Specific.USR.CW-Port-Id-For-Call
CW-Protocol-Transport                   	Vendor-Specific.USR.CW-Protocol-Transport
CW-Rate-Plan-Id                         	Vendor-Specific.USR.CW-Rate-Plan-Id
CW-Remote-MG-RTP-DNS                    	Vendor-Specific.USR.CW-Remote-MG-RTP-DNS
CW-Remote-MG-RTP-IP                     	Vendor-Specific.USR.CW-Remote-MG-RTP-IP
CW-Remote-MG-RTP-Port                   	Vendor-Specific.USR.CW-Remote-MG-RTP-Port
CW-Remote-MG-RTP-Protocol               	Vendor-Specific.USR.CW-Remote-MG-RTP-Protocol
CW-Remote-Sig-Trans-DNS                 	Vendor-Specific.USR.CW-Remote-Sig-Trans-DNS
CW-Remote-Sig-Trans-IP                  	Vendor-Specific.USR.CW-Remote-Sig-Trans-IP
CW-Remote-Sig-Trans-Port                	Vendor-Specific.USR.CW-Remote-Sig-Trans-Port
CW-Remote-Sig-Trans-Protocol            	Vendor-Specific.USR.CW-Remote-Sig-Trans-Protocol
CW-SS7-CIC                              	Vendor-Specific.USR.CW-SS7-CIC
CW-SS7-Destn-Ptcode-Address             	Vendor-Specific.USR.CW-SS7-Destn-Ptcode-Address
CW-SS7-Destn-Ptcode-Type                	Vendor-Specific.USR.CW-SS7-Destn-Ptcode-Type
CW-SS7-Orig-Ptcode-Address              	Vendor-Specific.USR.CW-SS7-Orig-Ptcode-Address
CW-SS7-Orig-Ptcode-Type                 	Vendor-Specific.USR.CW-SS7-Orig-Ptcode-Type
CW-Service-Type                         	Vendor-Specific.USR.CW-Service-Type
CW-Session-Id                           	Vendor-Specific.USR.CW-Session-Id
